id,o,c,e,a,n
397687637,0.813,0.633,0.588,0.617,0.374
397724855,0.795,0.608,0.673,0.621,0.403
174026641,0.812,0.627,0.626,0.66,0.405
397810444,0.828,0.58,0.719,0.582,0.378
397936067,0.75,0.665,0.628,0.602,0.37
398049031,0.796,0.753,0.654,0.679,0.314
398063670,0.896,0.778,0.715,0.661,0.328
398069463,0.768,0.606,0.637,0.718,0.414
398074910,0.82,0.674,0.575,0.595,0.348
398078754,0.803,0.658,0.694,0.595,0.353
398085364,0.731,0.688,0.647,0.614,0.393
398092239,0.745,0.692,0.712,0.626,0.341
398098355,0.781,0.752,0.669,0.693,0.227
398120967,0.794,0.656,0.67,0.619,0.469
398197481,0.781,0.667,0.667,0.668,0.5
398210739,0.741,0.724,0.684,0.695,0.188
398239748,0.727,0.656,0.606,0.643,0.322
398240220,0.767,0.569,0.669,0.615,0.327
398249223,0.728,0.74,0.689,0.693,0.264
398271367,0.734,0.626,0.583,0.516,0.42
398300914,0.735,0.672,0.732,0.681,0.292
398324331,0.789,0.735,0.682,0.634,0.255
398334847,0.653,0.65,0.593,0.67,0.216
398430770,0.785,0.664,0.634,0.597,0.385
398453569,0.84,0.563,0.661,0.681,0.354
398476865,0.676,0.656,0.65,0.705,0.365
398478936,0.788,0.598,0.641,0.686,0.454
398549793,0.751,0.761,0.665,0.747,0.363
398679604,0.74,0.635,0.544,0.637,0.496
406796155,0.788,0.669,0.765,0.645,0.41
406868561,0.789,0.718,0.613,0.622,0.331
406884647,0.81,0.708,0.69,0.623,0.378
469024995,0.89,0.735,0.706,0.666,0.28
469226535,0.777,0.528,0.667,0.68,0.432
469499707,0.92,0.612,0.635,0.614,0.336
498306782,0.731,0.653,0.687,0.709,0.211
498328279,0.86,0.814,0.648,0.675,0.287
498440463,0.787,0.58,0.658,0.604,0.351
498442880,0.726,0.658,0.631,0.58,0.364
499167987,0.733,0.663,0.661,0.656,0.314
499691222,0.725,0.627,0.599,0.694,0.259
499839056,0.794,0.662,0.598,0.566,0.375
499900026,0.688,0.525,0.637,0.665,0.416
17302848,0.861,0.686,0.678,0.628,0.307
499999967,0.905,0.744,0.736,0.658,0.411
500016751,0.706,0.576,0.55,0.625,0.395
500021604,0.783,0.63,0.71,0.64,0.345
500031435,0.797,0.612,0.664,0.647,0.368
500042487,0.803,0.735,0.683,0.624,0.487
500043505,0.832,0.667,0.624,0.614,0.286
500097460,0.859,0.79,0.677,0.673,0.346
500107109,0.708,0.692,0.699,0.622,0.246
500113460,0.789,0.664,0.681,0.665,0.519
500125656,0.765,0.703,0.607,0.661,0.248
500264847,0.765,0.693,0.643,0.677,0.517
500286750,0.733,0.725,0.639,0.618,0.361
500401493,0.689,0.621,0.587,0.679,0.323
500429636,0.863,0.653,0.697,0.611,0.285
500536289,0.671,0.644,0.705,0.635,0.292
500785855,0.707,0.712,0.677,0.649,0.406
500978638,0.693,0.65,0.708,0.611,0.262
501030055,0.71,0.658,0.709,0.623,0.306
501099084,0.894,0.785,0.676,0.616,0.409
501112245,0.782,0.662,0.632,0.593,0.364
501149160,0.753,0.653,0.641,0.58,0.368
501213335,0.762,0.681,0.663,0.613,0.377
501303192,0.83,0.763,0.762,0.645,0.303
501312439,0.713,0.68,0.634,0.505,0.414
501358416,0.755,0.663,0.642,0.586,0.37
501376966,0.746,0.7,0.675,0.629,0.343
501626777,0.735,0.697,0.688,0.627,0.352
502321722,0.761,0.733,0.598,0.619,0.375
502900763,0.835,0.713,0.659,0.663,0.522
503197850,0.797,0.632,0.688,0.642,0.4
503822730,0.767,0.654,0.656,0.614,0.384
503824920,0.711,0.641,0.669,0.681,0.269
504890866,0.805,0.654,0.655,0.695,0.214
505086981,0.792,0.688,0.678,0.598,0.342
505199710,0.889,0.68,0.674,0.6,0.309
505284767,0.714,0.562,0.684,0.682,0.458
505372527,0.767,0.659,0.634,0.589,0.378
505390117,0.783,0.658,0.632,0.589,0.393
505533980,0.74,0.625,0.686,0.695,0.394
505809818,0.73,0.692,0.727,0.628,0.38
505866989,0.832,0.653,0.718,0.664,0.43
505913672,0.737,0.731,0.68,0.618,0.412
505977364,0.871,0.654,0.605,0.518,0.338
506290966,0.774,0.632,0.632,0.588,0.376
506374251,0.727,0.688,0.63,0.516,0.433
506495202,0.767,0.704,0.612,0.643,0.557
506602431,0.705,0.68,0.641,0.606,0.417
506688854,0.806,0.564,0.672,0.416,0.489
506839281,0.851,0.681,0.738,0.611,0.349
506982155,0.757,0.525,0.602,0.616,0.432
507137632,0.774,0.528,0.619,0.624,0.406
507188084,0.773,0.636,0.6,0.691,0.292
507203986,0.808,0.656,0.693,0.634,0.35
507349755,0.782,0.656,0.644,0.595,0.387
507422507,0.785,0.713,0.707,0.666,0.329
507676292,0.801,0.673,0.697,0.567,0.307
507731256,0.825,0.688,0.649,0.581,0.346
507762718,0.852,0.777,0.673,0.648,0.38
507892249,0.783,0.602,0.684,0.571,0.336
507985302,0.744,0.594,0.721,0.665,0.276
508081417,0.733,0.621,0.7,0.646,0.454
508086493,0.731,0.677,0.668,0.677,0.259
508103757,0.719,0.647,0.667,0.701,0.289
508226086,0.764,0.491,0.588,0.634,0.396
508247044,0.88,0.713,0.721,0.658,0.397
508263861,0.751,0.645,0.623,0.695,0.309
508594248,0.822,0.665,0.673,0.681,0.291
541259303,0.738,0.607,0.619,0.65,0.393
541371769,0.832,0.761,0.712,0.684,0.244
541537176,0.708,0.657,0.663,0.654,0.368
541547750,0.835,0.606,0.643,0.646,0.373
541601421,0.897,0.788,0.758,0.621,0.49
542142548,0.798,0.622,0.653,0.598,0.33
542589697,0.757,0.671,0.647,0.623,0.425
542658826,0.695,0.534,0.608,0.641,0.393
542737405,0.737,0.666,0.7,0.632,0.366
542779193,0.711,0.554,0.684,0.649,0.328
542819567,0.808,0.685,0.68,0.573,0.329
542921450,0.76,0.616,0.704,0.567,0.276
17365695,0.871,0.778,0.648,0.675,0.24
17366486,0.69,0.76,0.662,0.688,0.217
543057889,0.755,0.752,0.663,0.634,0.223
543335844,0.723,0.579,0.722,0.655,0.343
543356281,0.868,0.622,0.672,0.616,0.319
543373651,0.814,0.606,0.721,0.674,0.383
543508440,0.857,0.765,0.705,0.623,0.391
543513093,0.814,0.755,0.649,0.674,0.378
543526884,0.707,0.686,0.652,0.663,0.257
543758640,0.756,0.621,0.649,0.619,0.31
543809421,0.75,0.733,0.697,0.634,0.284
543844138,0.763,0.668,0.634,0.596,0.373
544021292,0.833,0.648,0.705,0.55,0.373
544293598,0.819,0.726,0.615,0.622,0.425
544453903,0.772,0.667,0.638,0.587,0.403
544467938,0.842,0.731,0.665,0.602,0.364
544506331,0.79,0.674,0.661,0.644,0.383
544517731,0.935,0.813,0.754,0.683,0.349
544667361,0.815,0.681,0.602,0.592,0.416
560150001,0.673,0.574,0.727,0.602,0.468
560376553,0.725,0.64,0.723,0.67,0.32
560668505,0.822,0.723,0.685,0.646,0.387
560682015,0.769,0.678,0.681,0.606,0.358
560787434,0.816,0.654,0.683,0.597,0.323
560929638,0.847,0.76,0.681,0.628,0.325
561078981,0.746,0.676,0.636,0.593,0.369
561140117,0.816,0.589,0.616,0.654,0.4
562093359,0.864,0.618,0.596,0.613,0.265
562350597,0.717,0.645,0.617,0.545,0.412
562381032,0.876,0.707,0.673,0.544,0.391
562385224,0.76,0.727,0.712,0.669,0.22
562388268,0.677,0.587,0.697,0.621,0.322
562417383,0.804,0.606,0.629,0.626,0.393
562489188,0.869,0.646,0.725,0.63,0.366
562709391,0.831,0.686,0.702,0.577,0.404
563130967,0.763,0.696,0.679,0.7,0.491
563200400,0.777,0.637,0.686,0.658,0.462
563266577,0.76,0.656,0.639,0.582,0.371
563853564,0.675,0.499,0.502,0.586,0.445
564882983,0.728,0.648,0.609,0.647,0.452
565269143,0.779,0.654,0.637,0.58,0.401
565337082,0.819,0.641,0.718,0.663,0.284
565455612,0.815,0.732,0.651,0.653,0.367
565750642,0.846,0.613,0.634,0.683,0.295
565817746,0.869,0.721,0.766,0.613,0.325
565956279,0.742,0.687,0.697,0.628,0.299
565994477,0.683,0.657,0.683,0.552,0.455
566054928,0.896,0.558,0.657,0.53,0.394
566386538,0.712,0.601,0.686,0.657,0.323
566753653,0.747,0.684,0.726,0.699,0.306
567262610,0.795,0.604,0.637,0.623,0.226
567272538,0.745,0.667,0.664,0.607,0.397
567663575,0.72,0.701,0.729,0.641,0.409
567685433,0.69,0.729,0.701,0.656,0.374
568655523,0.747,0.655,0.641,0.577,0.368
568699879,0.74,0.654,0.644,0.576,0.362
568770231,0.807,0.772,0.711,0.617,0.444
17972364,0.804,0.733,0.72,0.603,0.308
17972871,0.845,0.64,0.689,0.608,0.368
17974481,0.829,0.619,0.664,0.571,0.377
124543446,0.752,0.545,0.623,0.654,0.452
17975769,0.898,0.741,0.627,0.627,0.334
663273,0.771,0.675,0.519,0.643,0.343
666043,0.787,0.638,0.664,0.636,0.338
171283600,0.685,0.677,0.62,0.583,0.352
124557189,0.852,0.693,0.651,0.645,0.283
249284017,0.764,0.806,0.648,0.695,0.22
249293918,0.844,0.625,0.657,0.681,0.424
249313026,0.87,0.784,0.763,0.598,0.319
249331519,0.896,0.672,0.689,0.646,0.371
249339326,0.808,0.712,0.655,0.701,0.357
124560973,0.791,0.78,0.69,0.694,0.371
124563980,0.788,0.658,0.642,0.589,0.386
124575848,0.692,0.692,0.694,0.658,0.252
124580107,0.84,0.687,0.743,0.608,0.337
125477387,0.697,0.662,0.684,0.591,0.378
125479659,0.792,0.621,0.664,0.694,0.409
126675589,0.736,0.648,0.629,0.656,0.521
128260873,0.767,0.658,0.643,0.585,0.377
135583203,0.85,0.649,0.581,0.669,0.409
135605269,0.847,0.656,0.612,0.595,0.432
135606414,0.815,0.598,0.631,0.67,0.379
135606984,0.765,0.637,0.648,0.605,0.389
135607250,0.864,0.668,0.69,0.669,0.415
135923412,0.754,0.651,0.633,0.582,0.368
135976242,0.847,0.65,0.658,0.651,0.421
138137624,0.74,0.696,0.667,0.642,0.234
138142525,0.767,0.734,0.572,0.606,0.335
138161425,0.816,0.59,0.625,0.668,0.418
138161660,0.744,0.555,0.654,0.487,0.417
139127702,0.75,0.622,0.642,0.722,0.491
3060631,0.729,0.585,0.636,0.664,0.244
637373,0.777,0.631,0.603,0.654,0.382
638323,0.875,0.626,0.666,0.587,0.336
174816561,0.87,0.757,0.637,0.679,0.346
174828235,0.752,0.668,0.637,0.603,0.382
16162251,0.777,0.616,0.7,0.667,0.392
16162631,0.735,0.687,0.662,0.693,0.263
174834129,0.86,0.703,0.672,0.635,0.335
174847568,0.837,0.647,0.637,0.614,0.372
16166046,0.766,0.566,0.654,0.56,0.421
652193,0.789,0.635,0.591,0.592,0.368
153974131,0.752,0.637,0.697,0.753,0.417
153976531,0.88,0.714,0.647,0.642,0.295
154008288,0.797,0.654,0.629,0.598,0.458
154015579,0.823,0.621,0.639,0.652,0.348
154033762,0.786,0.726,0.647,0.631,0.387
656673,0.863,0.67,0.661,0.675,0.372
667563,0.795,0.757,0.715,0.667,0.168
154036108,0.643,0.638,0.608,0.598,0.351
154231810,0.758,0.653,0.638,0.576,0.381
154036524,0.781,0.637,0.69,0.624,0.443
154070583,0.751,0.725,0.628,0.638,0.416
154105107,0.791,0.665,0.635,0.592,0.391
26649958,0.801,0.611,0.737,0.739,0.347
139162440,0.863,0.698,0.673,0.649,0.456
180540375,0.843,0.682,0.578,0.576,0.413
186287415,0.776,0.57,0.664,0.61,0.448
61583656,0.672,0.714,0.683,0.641,0.241
22650211,0.754,0.719,0.652,0.672,0.246
192734934,0.765,0.661,0.64,0.599,0.379
198626880,0.836,0.649,0.596,0.534,0.39
198628427,0.763,0.67,0.661,0.602,0.374
198629939,0.912,0.662,0.71,0.628,0.444
198661893,0.906,0.734,0.677,0.639,0.316
198662359,0.762,0.49,0.683,0.538,0.35
198662882,0.779,0.655,0.637,0.586,0.375
223545537,0.78,0.65,0.638,0.581,0.386
223702895,0.753,0.655,0.64,0.583,0.371
223710633,0.789,0.658,0.647,0.597,0.398
223715334,0.881,0.782,0.755,0.638,0.247
61585767,0.776,0.658,0.635,0.582,0.39
223771708,0.826,0.79,0.71,0.693,0.241
226119951,0.728,0.67,0.667,0.606,0.378
226165839,0.781,0.653,0.642,0.599,0.388
226179592,0.717,0.641,0.649,0.586,0.359
226184738,0.869,0.628,0.581,0.614,0.371
239132831,0.701,0.675,0.659,0.617,0.39
239144776,0.777,0.656,0.638,0.581,0.379
297551536,0.85,0.721,0.694,0.681,0.44
297556877,0.692,0.655,0.678,0.604,0.301
297565991,0.848,0.617,0.651,0.589,0.293
297584228,0.812,0.68,0.638,0.623,0.321
297595216,0.751,0.774,0.638,0.694,0.374
297603047,0.813,0.678,0.674,0.623,0.317
297606665,0.872,0.651,0.689,0.642,0.394
297683673,0.745,0.61,0.658,0.639,0.386
297758134,0.835,0.632,0.698,0.585,0.424
297768208,0.727,0.673,0.604,0.648,0.354
297776342,0.691,0.56,0.607,0.637,0.353
297801196,0.904,0.777,0.687,0.596,0.426
297838587,0.714,0.687,0.659,0.618,0.359
297865929,0.903,0.658,0.732,0.603,0.307
297904549,0.828,0.612,0.697,0.697,0.468
127503320,0.634,0.633,0.632,0.622,0.383
297911806,0.758,0.748,0.745,0.66,0.264
297951485,0.817,0.678,0.683,0.61,0.259
297967387,0.878,0.674,0.713,0.597,0.319
297985585,0.746,0.681,0.654,0.61,0.379
297990068,0.729,0.655,0.64,0.588,0.349
298038575,0.86,0.689,0.696,0.645,0.379
298042763,0.744,0.677,0.655,0.6,0.391
298062163,0.703,0.608,0.681,0.555,0.282
298160495,0.785,0.551,0.625,0.637,0.422
298194639,0.819,0.646,0.709,0.612,0.382
298258981,0.762,0.597,0.69,0.689,0.506
298321202,0.841,0.585,0.64,0.622,0.475
22882670,0.756,0.576,0.614,0.589,0.425
410252607,0.753,0.724,0.667,0.688,0.532
14867025,0.82,0.641,0.665,0.616,0.266
159894847,0.739,0.63,0.667,0.602,0.305
159904799,0.756,0.634,0.64,0.517,0.342
159905200,0.884,0.65,0.631,0.665,0.365
174059247,0.722,0.655,0.676,0.571,0.343
17369005,0.79,0.659,0.635,0.657,0.33
177761707,0.832,0.803,0.649,0.703,0.229
177763267,0.867,0.787,0.701,0.613,0.379
177764501,0.702,0.657,0.633,0.575,0.419
177824859,0.716,0.644,0.665,0.668,0.331
177840421,0.729,0.63,0.675,0.641,0.383
26039086,0.8,0.667,0.595,0.668,0.226
44027640,0.912,0.639,0.676,0.614,0.404
118787363,0.856,0.705,0.647,0.612,0.427
44036670,0.755,0.657,0.655,0.699,0.416
415019902,0.818,0.651,0.672,0.659,0.371
18177126,0.85,0.709,0.651,0.663,0.367
15258562,0.791,0.644,0.632,0.623,0.423
15263394,0.854,0.578,0.645,0.641,0.367
16170178,0.693,0.595,0.578,0.624,0.336
15564035,0.889,0.656,0.681,0.61,0.411
177932251,0.757,0.702,0.609,0.644,0.397
177958565,0.938,0.8,0.772,0.591,0.299
177965708,0.948,0.724,0.713,0.643,0.33
177984545,0.872,0.621,0.669,0.627,0.314
16172991,0.712,0.669,0.611,0.541,0.376
16173233,0.883,0.693,0.692,0.67,0.377
32127835,0.837,0.764,0.663,0.598,0.333
9508922,0.662,0.683,0.63,0.585,0.316
9946842,0.809,0.682,0.657,0.637,0.291
36637698,0.755,0.616,0.706,0.582,0.338
37764422,0.746,0.734,0.682,0.622,0.294
178019521,0.762,0.652,0.637,0.581,0.383
178077574,0.769,0.663,0.638,0.587,0.386
178117582,0.813,0.637,0.662,0.583,0.372
178184972,0.774,0.65,0.641,0.583,0.384
178202332,0.711,0.654,0.63,0.574,0.365
16186601,0.818,0.753,0.671,0.646,0.304
16186995,0.829,0.765,0.707,0.686,0.209
14244465,0.776,0.658,0.639,0.585,0.381
16191793,0.863,0.777,0.672,0.638,0.328
14245253,0.738,0.633,0.534,0.689,0.346
180532134,0.742,0.58,0.647,0.646,0.311
16193542,0.752,0.663,0.632,0.668,0.357
180551991,0.8,0.644,0.632,0.67,0.441
180569700,0.758,0.692,0.667,0.624,0.391
181948482,0.705,0.73,0.702,0.667,0.295
186295073,0.77,0.654,0.645,0.581,0.373
118801313,0.735,0.613,0.559,0.697,0.278
16197935,0.764,0.537,0.718,0.508,0.455
18300383,0.756,0.695,0.651,0.703,0.391
36163202,0.797,0.755,0.654,0.612,0.273
36171035,0.869,0.775,0.68,0.722,0.293
36174634,0.858,0.855,0.716,0.7,0.218
14748482,0.801,0.625,0.667,0.677,0.325
36178012,0.758,0.689,0.597,0.663,0.362
14748524,0.773,0.641,0.64,0.61,0.401
36180193,0.768,0.718,0.646,0.697,0.183
29366021,0.808,0.654,0.648,0.575,0.398
18693867,0.667,0.761,0.588,0.696,0.269
16193578,0.813,0.75,0.704,0.652,0.356
16299627,0.737,0.65,0.672,0.622,0.312
16302090,0.749,0.789,0.684,0.668,0.243
32998381,0.851,0.797,0.733,0.682,0.312
29394911,0.756,0.715,0.648,0.602,0.254
45516390,0.716,0.671,0.62,0.713,0.314
83814679,0.706,0.69,0.638,0.637,0.3
33018114,0.768,0.564,0.623,0.519,0.435
16313140,0.667,0.697,0.659,0.612,0.256
16316380,0.844,0.743,0.665,0.698,0.217
16329985,0.809,0.586,0.649,0.522,0.355
167375916,0.785,0.696,0.827,0.629,0.228
167380894,0.899,0.725,0.679,0.645,0.369
170628489,0.77,0.65,0.6,0.634,0.342
170675435,0.76,0.607,0.669,0.704,0.394
170677286,0.867,0.585,0.616,0.69,0.348
170702519,0.766,0.664,0.641,0.589,0.381
80036789,0.818,0.773,0.647,0.755,0.266
35101944,0.763,0.687,0.643,0.574,0.423
35116297,0.807,0.632,0.666,0.609,0.321
16300951,0.763,0.623,0.623,0.718,0.219
16346529,0.84,0.765,0.599,0.66,0.296
16347561,0.791,0.623,0.679,0.676,0.365
16351266,0.733,0.698,0.638,0.659,0.267
16351704,0.725,0.71,0.633,0.647,0.287
26452299,0.733,0.647,0.597,0.584,0.313
186326653,0.79,0.458,0.595,0.572,0.412
186330242,0.812,0.617,0.601,0.652,0.422
208919902,0.791,0.701,0.605,0.628,0.406
208929521,0.698,0.665,0.619,0.596,0.416
208943268,0.747,0.71,0.669,0.694,0.303
212939136,0.805,0.715,0.735,0.62,0.269
26487169,0.66,0.667,0.658,0.59,0.327
21066262,0.79,0.589,0.704,0.623,0.393
26513255,0.701,0.656,0.635,0.629,0.316
28677931,0.788,0.565,0.64,0.57,0.39
39873359,0.897,0.778,0.675,0.674,0.29
21087744,0.937,0.703,0.697,0.62,0.322
21090480,0.76,0.75,0.606,0.747,0.233
29243117,0.848,0.712,0.65,0.606,0.37
29249528,0.69,0.682,0.691,0.727,0.23
44494276,0.77,0.751,0.622,0.621,0.3
77698657,0.758,0.59,0.639,0.637,0.414
29324093,0.753,0.701,0.703,0.628,0.363
267938462,0.681,0.716,0.661,0.579,0.287
32976802,0.762,0.597,0.635,0.671,0.441
33174013,0.939,0.807,0.733,0.691,0.396
78231411,0.707,0.652,0.635,0.576,0.33
14883401,0.711,0.656,0.711,0.595,0.31
14880937,0.788,0.757,0.716,0.692,0.202
19830096,0.884,0.665,0.718,0.661,0.314
8066652,0.809,0.646,0.654,0.658,0.363
19832580,0.907,0.739,0.746,0.617,0.411
19836913,0.875,0.63,0.693,0.524,0.402
19837036,0.804,0.814,0.653,0.724,0.293
130617778,0.755,0.605,0.647,0.577,0.387
429227921,0.723,0.626,0.647,0.426,0.384
117668566,0.774,0.718,0.643,0.61,0.34
246500501,0.73,0.621,0.612,0.562,0.353
14991920,0.744,0.752,0.689,0.764,0.234
14992890,0.776,0.718,0.643,0.636,0.268
14994418,0.806,0.643,0.719,0.636,0.442
14999606,0.757,0.609,0.63,0.638,0.452
15008386,0.681,0.695,0.635,0.645,0.277
15010370,0.829,0.733,0.694,0.63,0.365
9973842,0.755,0.666,0.57,0.643,0.384
9976962,0.801,0.72,0.688,0.615,0.259
35586563,0.808,0.599,0.697,0.52,0.379
35604279,0.88,0.627,0.678,0.559,0.359
15012486,0.706,0.634,0.642,0.616,0.253
47629596,0.792,0.745,0.701,0.656,0.304
38474430,0.783,0.756,0.674,0.659,0.274
218617509,0.736,0.549,0.602,0.699,0.453
218622534,0.92,0.613,0.718,0.629,0.332
218629564,0.908,0.777,0.679,0.692,0.288
218639411,0.838,0.79,0.71,0.684,0.359
2681811,0.692,0.669,0.613,0.622,0.379
223531202,0.825,0.812,0.71,0.65,0.278
223560516,0.713,0.71,0.7,0.638,0.239
38500910,0.837,0.68,0.632,0.56,0.41
16546116,0.779,0.713,0.637,0.703,0.398
16547325,0.816,0.8,0.653,0.696,0.344
38519814,0.82,0.644,0.649,0.618,0.368
15028747,0.855,0.585,0.565,0.633,0.376
21341094,0.935,0.665,0.639,0.598,0.352
27660239,0.763,0.729,0.688,0.672,0.216
11336782,0.778,0.656,0.631,0.586,0.282
11341982,0.85,0.644,0.679,0.645,0.37
27644378,0.798,0.822,0.721,0.698,0.254
35831704,0.843,0.672,0.662,0.608,0.337
35846393,0.696,0.656,0.647,0.446,0.435
126599984,0.789,0.708,0.626,0.647,0.29
21375816,0.759,0.658,0.623,0.684,0.533
67374305,0.738,0.641,0.713,0.602,0.272
35764757,0.779,0.72,0.676,0.701,0.269
44369634,0.744,0.747,0.66,0.673,0.207
44385628,0.742,0.572,0.62,0.488,0.453
35218566,0.672,0.615,0.596,0.498,0.404
35239459,0.778,0.633,0.586,0.646,0.233
46184114,0.75,0.604,0.623,0.585,0.374
28120317,0.676,0.743,0.762,0.665,0.157
21358633,0.88,0.619,0.705,0.61,0.366
21360185,0.785,0.631,0.645,0.45,0.412
21360626,0.851,0.604,0.65,0.577,0.43
21362105,0.867,0.748,0.721,0.669,0.42
21373560,0.874,0.785,0.637,0.653,0.332
42639788,0.759,0.567,0.602,0.63,0.49
28184452,0.757,0.681,0.611,0.643,0.293
28192145,0.858,0.703,0.672,0.606,0.365
28201743,0.832,0.767,0.709,0.648,0.286
28164923,0.663,0.655,0.627,0.606,0.326
28165583,0.889,0.703,0.653,0.664,0.262
28165790,0.842,0.768,0.67,0.641,0.27
28165910,0.891,0.766,0.693,0.633,0.341
41861421,0.775,0.674,0.643,0.651,0.373
11489,0.868,0.78,0.696,0.651,0.2
14063016,0.783,0.758,0.699,0.707,0.262
14063426,0.792,0.664,0.62,0.594,0.265
14063949,0.914,0.637,0.698,0.64,0.291
36969785,0.816,0.692,0.654,0.643,0.282
37032310,0.719,0.723,0.683,0.688,0.198
37072848,0.715,0.603,0.639,0.456,0.411
37168231,0.713,0.658,0.603,0.567,0.322
15147042,0.712,0.723,0.588,0.685,0.26
483748041,0.768,0.657,0.701,0.651,0.47
15149447,0.792,0.787,0.692,0.651,0.263
131546062,0.664,0.704,0.68,0.617,0.286
512896378,0.725,0.67,0.647,0.686,0.313
41449134,0.697,0.693,0.564,0.63,0.324
41456363,0.843,0.664,0.693,0.597,0.314
41460060,0.894,0.635,0.699,0.664,0.362
15151711,0.769,0.742,0.671,0.682,0.197
35981445,0.891,0.704,0.721,0.665,0.281
15150836,0.843,0.692,0.695,0.636,0.37
64863849,0.768,0.486,0.636,0.669,0.428
64936992,0.83,0.672,0.669,0.58,0.306
4080761,0.738,0.552,0.658,0.65,0.399
4085561,0.789,0.653,0.605,0.651,0.395
4620451,0.758,0.637,0.602,0.617,0.375
8040282,0.842,0.581,0.573,0.589,0.439
8051552,0.863,0.658,0.615,0.625,0.374
8070562,0.771,0.544,0.656,0.515,0.436
8074522,0.808,0.727,0.693,0.646,0.229
8104032,0.772,0.597,0.66,0.604,0.386
8925602,0.819,0.671,0.719,0.639,0.344
8953122,0.644,0.663,0.642,0.627,0.32
18793562,0.734,0.584,0.68,0.672,0.413
18801314,0.773,0.695,0.654,0.679,0.466
14142000,0.687,0.708,0.642,0.695,0.251
298764602,0.798,0.658,0.615,0.597,0.417
8856442,0.742,0.708,0.619,0.647,0.397
87990563,0.69,0.714,0.633,0.638,0.337
16673982,0.707,0.72,0.629,0.579,0.379
16679681,0.773,0.754,0.671,0.73,0.242
218644874,0.775,0.721,0.77,0.663,0.168
43723718,0.761,0.662,0.567,0.697,0.499
218652920,0.843,0.616,0.691,0.479,0.441
218653398,0.815,0.735,0.666,0.644,0.254
16713771,0.719,0.658,0.598,0.608,0.314
4265731,0.865,0.707,0.734,0.638,0.357
4266801,0.769,0.592,0.66,0.455,0.451
14129299,0.87,0.719,0.702,0.606,0.303
20074845,0.745,0.526,0.648,0.668,0.39
20076000,0.731,0.723,0.584,0.662,0.259
20078398,0.794,0.744,0.698,0.669,0.213
20078845,0.908,0.713,0.69,0.607,0.395
16910315,0.647,0.675,0.586,0.504,0.359
36948268,0.675,0.704,0.695,0.611,0.293
36972997,0.691,0.751,0.687,0.679,0.217
20100396,0.856,0.761,0.605,0.64,0.36
20100423,0.646,0.708,0.677,0.616,0.239
6708952,0.712,0.706,0.633,0.621,0.256
6730222,0.756,0.649,0.608,0.56,0.343
6731422,0.749,0.627,0.634,0.482,0.399
19912068,0.853,0.747,0.626,0.61,0.274
19927627,0.861,0.812,0.686,0.699,0.248
57117519,0.701,0.696,0.722,0.699,0.206
57167307,0.77,0.657,0.635,0.587,0.381
6941842,0.847,0.661,0.684,0.547,0.355
58296748,0.716,0.68,0.73,0.659,0.274
12738892,0.657,0.659,0.595,0.608,0.3
61400554,0.762,0.652,0.64,0.578,0.374
97037006,0.751,0.574,0.669,0.516,0.383
97041697,0.799,0.7,0.688,0.679,0.317
97050520,0.808,0.614,0.644,0.639,0.187
97051070,0.766,0.676,0.625,0.63,0.305
106910367,0.763,0.656,0.639,0.585,0.379
61428016,0.749,0.728,0.632,0.634,0.453
146560386,0.795,0.595,0.672,0.6,0.401
3442781,0.796,0.608,0.685,0.631,0.395
9275742,0.906,0.684,0.686,0.649,0.384
42096654,0.695,0.633,0.581,0.642,0.291
76642236,0.876,0.649,0.623,0.636,0.309
61522229,0.756,0.65,0.648,0.571,0.381
17667204,0.85,0.768,0.683,0.587,0.343
17669943,0.899,0.797,0.713,0.649,0.456
17674207,0.799,0.642,0.598,0.667,0.326
17674378,0.864,0.652,0.623,0.645,0.324
17674423,0.768,0.609,0.651,0.547,0.344
15347493,0.808,0.625,0.67,0.624,0.365
133880286,0.716,0.749,0.665,0.66,0.28
15296009,0.821,0.564,0.665,0.508,0.432
15300838,0.787,0.645,0.679,0.647,0.444
15309804,0.782,0.657,0.606,0.612,0.354
15323979,0.807,0.667,0.692,0.622,0.322
15327996,0.697,0.617,0.6,0.519,0.354
402957663,0.814,0.789,0.73,0.635,0.25
15361570,0.785,0.737,0.688,0.587,0.289
14163148,0.791,0.55,0.664,0.611,0.335
15310917,0.827,0.7,0.672,0.664,0.383
15335662,0.83,0.7,0.663,0.589,0.391
15339201,0.831,0.748,0.683,0.661,0.211
15340496,0.733,0.728,0.682,0.635,0.269
15342208,0.645,0.669,0.616,0.623,0.314
2542511,0.734,0.669,0.613,0.574,0.354
2553151,0.68,0.692,0.734,0.663,0.225
15052361,0.699,0.733,0.65,0.659,0.262
15056788,0.776,0.732,0.607,0.679,0.26
15057943,0.799,0.808,0.7,0.717,0.264
2681461,0.74,0.685,0.671,0.625,0.335
16867505,0.872,0.757,0.755,0.664,0.436
16871584,0.854,0.582,0.685,0.405,0.454
18806753,0.822,0.719,0.707,0.709,0.178
6601632,0.772,0.691,0.684,0.641,0.402
6740642,0.795,0.634,0.675,0.679,0.398
16901887,0.78,0.664,0.643,0.619,0.283
212372875,0.796,0.67,0.661,0.692,0.453
213023673,0.76,0.627,0.646,0.644,0.441
214723542,0.837,0.631,0.675,0.703,0.388
213081477,0.758,0.659,0.625,0.675,0.308
214677862,0.755,0.67,0.696,0.545,0.354
